ggml_opencl: selected platform: 'QUALCOMM Snapdragon(TM)'

ggml_opencl: device: 'QUALCOMM Adreno(TM) 830 (OpenCL 3.0 Adreno(TM) 830)'
ggml_opencl: OpenCL driver: OpenCL 3.0 QUALCOMM build: 0800.40.1 Compiler E031.47.18.36
ggml_opencl: vector subgroup broadcast support: true
ggml_opencl: device FP16 support: true
ggml_opencl: mem base addr align: 128
ggml_opencl: max mem alloc size: 1024 MB
ggml_opencl: device max image buffer size (pixels): 134217728
ggml_opencl: device max workgroup size: 1024
ggml_opencl: SVM coarse grain buffer support: true
ggml_opencl: SVM fine grain buffer support: true
ggml_opencl: SVM fine grain system support: false
ggml_opencl: SVM atomics support: true
ggml_opencl: flattening quantized weights representation as struct of arrays (GGML_OPENCL_SOA_Q)
ggml_opencl: using kernels optimized for Adreno (GGML_OPENCL_USE_ADRENO_KERNELS)
ggml_opencl: loading OpenCL kernels..................................................................................................
ggml_opencl: default device: 'QUALCOMM Adreno(TM) 830 (OpenCL 3.0 Adreno(TM) 830)'
ggml-hex: Loading driver libcdsprpc.so
ggml-hex: Hexagon backend (experimental) : allocating new registry : ndev 1
ggml-hex: Hexagon Arch version v79
ggml-hex: allocating new session: HTP0
ggml-hex: new session: HTP0 : session-id 0 domain-id 3 uri file:///libggml-htp-v79.so?htp_iface_skel_handle_invoke&_modver=1.0&_dom=cdsp&_session=0 handle 0xb400007ab51b2e10
"backend_name","op_name","op_params","test_mode","supported","error_message","backend_reg_name"
"OpenCL","CONV_2D","ne_input=[1536,1536,32,1],ne_kernel=[3,3,32,64],type_kernel=f32,stride0=1,stride1=1,padding0=0,padding1=0,dilation0=1,dilation1=1,cwhn=0","perf","1","",""
"OpenCL","CONV_2D","ne_input=[19,19,256,16],ne_kernel=[4,4,256,4096],type_kernel=f16,stride0=1,stride1=1,padding0=0,padding1=0,dilation0=1,dilation1=1,cwhn=0","perf","1","",""
"OpenCL","CONV_2D","ne_input=[19,19,8,16],ne_kernel=[4,4,8,128],type_kernel=f16,stride0=1,stride1=1,padding0=0,padding1=0,dilation0=1,dilation1=1,cwhn=0","perf","1","",""
"OpenCL","CONV_2D","ne_input=[19,19,8,16],ne_kernel=[4,4,8,130],type_kernel=f16,stride0=1,stride1=1,padding0=0,padding1=0,dilation0=1,dilation1=1,cwhn=0","perf","1","",""
"OpenCL","CONV_2D","ne_input=[19,19,4,16],ne_kernel=[2,2,4,4],type_kernel=f16,stride0=1,stride1=1,padding0=0,padding1=0,dilation0=1,dilation1=1,cwhn=0","perf","1","",""
"OpenCL","CONV_2D","ne_input=[224,224,3,1],ne_kernel=[3,3,3,8],type_kernel=f16,stride0=1,stride1=1,padding0=0,padding1=0,dilation0=1,dilation1=1,cwhn=0","perf","1","",""
"OpenCL","CONV_2D","ne_input=[224,224,1,1],ne_kernel=[2,2,1,8],type_kernel=f16,stride0=1,stride1=1,padding0=0,padding1=0,dilation0=1,dilation1=1,cwhn=0","perf","1","",""
"OpenCL","CONV_2D","ne_input=[224,224,1,8],ne_kernel=[2,2,1,8],type_kernel=f16,stride0=1,stride1=1,padding0=0,padding1=0,dilation0=1,dilation1=1,cwhn=0","perf","1","",""
"OpenCL","CONV_2D","ne_input=[58,58,32,1],ne_kernel=[3,3,32,64],type_kernel=f16,stride0=1,stride1=1,padding0=0,padding1=0,dilation0=1,dilation1=1,cwhn=0","perf","1","",""
"OpenCL","CONV_2D","ne_input=[58,58,32,8],ne_kernel=[3,3,32,64],type_kernel=f16,stride0=1,stride1=1,padding0=0,padding1=0,dilation0=1,dilation1=1,cwhn=0","perf","1","",""
"OpenCL","CONV_2D","ne_input=[16,16,128,8],ne_kernel=[3,3,128,512],type_kernel=f16,stride0=1,stride1=1,padding0=0,padding1=0,dilation0=1,dilation1=1,cwhn=0","perf","1","",""
"OpenCL","CONV_2D","ne_input=[1536,1536,32,1],ne_kernel=[3,3,32,64],type_kernel=f16,stride0=1,stride1=1,padding0=0,padding1=0,dilation0=1,dilation1=1,cwhn=0","perf","1","",""
"OpenCL","ADD","type=f32,ne=[4096,1,1,1],nr=[1,1,1,1],nf=1,perm1=0","perf","1","",""
"OpenCL","ADD","type=f32,ne=[4096,1,1,1],nr=[1,512,1,1],nf=1,perm1=0","perf","1","",""
"OpenCL","CPY","type_src=f32,type_dst=f16,ne=[512,3072,1,1],permute_src=[0,0,0,0],permute_dst=[0,0,0,0],_src_transpose=0","perf","1","",""
"OpenCL","CPY","type_src=f32,type_dst=f32,ne=[8192,512,2,1],permute_src=[0,2,1,3],permute_dst=[0,0,0,0],_src_transpose=0","perf","1","",""
"OpenCL","CPY","type_src=f32,type_dst=f32,ne=[3072,512,2,1],permute_src=[0,2,1,3],permute_dst=[0,0,0,0],_src_transpose=0","perf","1","",""
"OpenCL","CPY","type_src=f32,type_dst=q4_0,ne=[8192,512,2,1],permute_src=[0,0,0,0],permute_dst=[0,0,0,0],_src_transpose=0","perf","0","not supported",""
"OpenCL","CPY","type_src=q4_0,type_dst=f32,ne=[8192,512,2,1],permute_src=[0,0,0,0],permute_dst=[0,0,0,0],_src_transpose=0","perf","0","not supported",""
"OpenCL","CPY","type_src=f32,type_dst=f32,ne=[786432,256,1,1],permute_src=[1,0,2,3],permute_dst=[0,0,0,0],_src_transpose=0","perf","1","",""
"OpenCL","CPY","type_src=f16,type_dst=f16,ne=[786432,256,1,1],permute_src=[1,0,2,3],permute_dst=[0,0,0,0],_src_transpose=0","perf","1","",""
"OpenCL","CPY","type_src=f16,type_dst=f16,ne=[768,1024,256,1],permute_src=[1,0,2,3],permute_dst=[0,0,0,0],_src_transpose=0","perf","1","",""
"OpenCL","CPY","type_src=bf16,type_dst=bf16,ne=[768,1024,256,1],permute_src=[1,0,2,3],permute_dst=[0,0,0,0],_src_transpose=0","perf","0","not supported",""
"OpenCL","CPY","type_src=f32,type_dst=f32,ne=[786432,256,1,1],permute_src=[0,0,0,0],permute_dst=[0,0,0,0],_src_transpose=1","perf","1","",""
"OpenCL","CPY","type_src=f32,type_dst=f32,ne=[768,1024,256,1],permute_src=[0,0,0,0],permute_dst=[0,0,0,0],_src_transpose=1","perf","1","",""
"OpenCL","CPY","type_src=f16,type_dst=f16,ne=[786432,256,1,1],permute_src=[0,0,0,0],permute_dst=[0,0,0,0],_src_transpose=1","perf","1","",""
"OpenCL","CPY","type_src=f16,type_dst=f16,ne=[768,1024,256,1],permute_src=[0,0,0,0],permute_dst=[0,0,0,0],_src_transpose=1","perf","1","",""
"OpenCL","CPY","type_src=bf16,type_dst=bf16,ne=[768,1024,256,1],permute_src=[0,0,0,0],permute_dst=[0,0,0,0],_src_transpose=1","perf","0","not supported",""
"OpenCL","SOFT_MAX","type=f32,ne=[4096,4096,5,1],mask=0,sinks=0,m_prec=f32,nr23=[1,1],scale=1.000000,max_bias=0.000000,inplace=0","perf","1","",""
"OpenCL","SOFT_MAX","type=f32,ne=[12888,256,5,1],mask=0,sinks=0,m_prec=f32,nr23=[1,1],scale=1.000000,max_bias=0.000000,inplace=0","perf","1","",""
"OpenCL","SOFT_MAX","type=f32,ne=[77,4096,5,1],mask=0,sinks=0,m_prec=f32,nr23=[1,1],scale=1.000000,max_bias=0.000000,inplace=0","perf","1","",""
"OpenCL","SOFT_MAX","type=f32,ne=[1024,1024,10,1],mask=0,sinks=0,m_prec=f32,nr23=[1,1],scale=1.000000,max_bias=0.000000,inplace=0","perf","1","",""
"OpenCL","SOFT_MAX","type=f32,ne=[77,1024,10,1],mask=0,sinks=0,m_prec=f32,nr23=[1,1],scale=1.000000,max_bias=0.000000,inplace=0","perf","1","",""
"OpenCL","SOFT_MAX","type=f32,ne=[256,256,20,1],mask=0,sinks=0,m_prec=f32,nr23=[1,1],scale=1.000000,max_bias=0.000000,inplace=0","perf","1","",""
"OpenCL","SOFT_MAX","type=f32,ne=[64,64,20,1],mask=0,sinks=0,m_prec=f32,nr23=[1,1],scale=1.000000,max_bias=0.000000,inplace=0","perf","1","",""
"OpenCL","SOFT_MAX","type=f32,ne=[77,64,20,1],mask=0,sinks=0,m_prec=f32,nr23=[1,1],scale=1.000000,max_bias=0.000000,inplace=0","perf","1","",""
"OpenCL","ARGMAX","type=f32,ne=[32,10,1,1]","perf","0","not supported",""
"OpenCL","ARGMAX","type=f32,ne=[1024,10,1,1]","perf","0","not supported",""
"OpenCL","ARGMAX","type=f32,ne=[32000,512,1,1]","perf","0","not supported",""
"OpenCL","PAD_REFLECT_1D","type=f32,ne_a=[512,34,2,1],pad_0=10,pad_1=9","perf","0","not supported",""
"OpenCL","PAD_REFLECT_1D","type=f32,ne_a=[3000,80,1,1],pad_0=10,pad_1=9","perf","0","not supported",""
"OpenCL","PAD_REFLECT_1D","type=f32,ne_a=[3000,80,4,1],pad_0=10,pad_1=9","perf","0","not supported",""
"OpenCL","PAD_REFLECT_1D","type=f32,ne_a=[3000,384,1,1],pad_0=10,pad_1=9","perf","0","not supported",""
"OpenCL","PAD_REFLECT_1D","type=f32,ne_a=[3000,384,4,1],pad_0=10,pad_1=9","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=f16,type_b=f32,m=16416,n=1,k=128,bs=[8,1],nr=[4,1],per=[0,2,1,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=f16,type_b=f32,m=128,n=1,k=16416,bs=[8,1],nr=[4,1],per=[0,1,2,3],k_v=32832,o=1","perf","1","",""
"OpenCL","SOLVE_TRI","type=f32,ne_lhs=[64,64,4,4],ne_rhs=[32,64,4,4]","perf","1","",""
"OpenCL","SOLVE_TRI","type=f32,ne_lhs=[128,128,4,2],ne_rhs=[32,128,4,2]","perf","1","",""
"OpenCL","SOLVE_TRI","type=f32,ne_lhs=[64,64,8,32],ne_rhs=[64,64,8,32]","perf","1","",""
"OpenCL","SOLVE_TRI","type=f32,ne_lhs=[128,128,4,32],ne_rhs=[128,128,4,32]","perf","1","",""
"OpenCL","SOLVE_TRI","type=f32,ne_lhs=[256,256,4,2],ne_rhs=[128,256,4,2]","perf","1","",""
"OpenCL","TRI","type=f32,ne=[256,256,4,4],tri_type=3","perf","1","",""
"OpenCL","TRI","type=f32,ne=[1024,1024,8,4],tri_type=0","perf","1","",""
"OpenCL","CUMSUM","type=f32,ne=[128,128,4,4]","perf","1","",""
"OpenCL","CUMSUM","type=f32,ne=[2048,16,5,4]","perf","1","",""
"OpenCL","CUMSUM","type=f32,ne=[20000,10,4,1]","perf","1","",""
"OpenCL","MUL_MAT","type_a=f32,type_b=f32,m=4096,n=1,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=f16,type_b=f32,m=4096,n=1,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=bf16,type_b=f32,m=4096,n=1,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=q4_0,type_b=f32,m=4096,n=1,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=q4_1,type_b=f32,m=4096,n=1,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=q5_0,type_b=f32,m=4096,n=1,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=q5_1,type_b=f32,m=4096,n=1,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=q8_0,type_b=f32,m=4096,n=1,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=mxfp4,type_b=f32,m=4096,n=1,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=q2_K,type_b=f32,m=4096,n=1,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=q3_K,type_b=f32,m=4096,n=1,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=q4_K,type_b=f32,m=4096,n=1,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=q5_K,type_b=f32,m=4096,n=1,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=q6_K,type_b=f32,m=4096,n=1,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=iq2_xxs,type_b=f32,m=4096,n=1,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=iq2_xs,type_b=f32,m=4096,n=1,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=iq2_s,type_b=f32,m=4096,n=1,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=iq3_xxs,type_b=f32,m=4096,n=1,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=iq1_s,type_b=f32,m=4096,n=1,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=iq1_m,type_b=f32,m=4096,n=1,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=iq4_nl,type_b=f32,m=4096,n=1,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=iq3_s,type_b=f32,m=4096,n=1,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=iq4_xs,type_b=f32,m=4096,n=1,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=f32,type_b=f32,m=4096,n=2,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=f16,type_b=f32,m=4096,n=2,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=bf16,type_b=f32,m=4096,n=2,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=q4_0,type_b=f32,m=4096,n=2,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=q4_1,type_b=f32,m=4096,n=2,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=q5_0,type_b=f32,m=4096,n=2,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=q5_1,type_b=f32,m=4096,n=2,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=q8_0,type_b=f32,m=4096,n=2,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=mxfp4,type_b=f32,m=4096,n=2,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=q2_K,type_b=f32,m=4096,n=2,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=q3_K,type_b=f32,m=4096,n=2,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=q4_K,type_b=f32,m=4096,n=2,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=q5_K,type_b=f32,m=4096,n=2,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=q6_K,type_b=f32,m=4096,n=2,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=iq2_xxs,type_b=f32,m=4096,n=2,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=iq2_xs,type_b=f32,m=4096,n=2,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=iq2_s,type_b=f32,m=4096,n=2,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=iq3_xxs,type_b=f32,m=4096,n=2,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=iq1_s,type_b=f32,m=4096,n=2,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=iq1_m,type_b=f32,m=4096,n=2,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=iq4_nl,type_b=f32,m=4096,n=2,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=iq3_s,type_b=f32,m=4096,n=2,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=iq4_xs,type_b=f32,m=4096,n=2,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=f32,type_b=f32,m=4096,n=3,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=f16,type_b=f32,m=4096,n=3,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=bf16,type_b=f32,m=4096,n=3,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=q4_0,type_b=f32,m=4096,n=3,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=q4_1,type_b=f32,m=4096,n=3,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=q5_0,type_b=f32,m=4096,n=3,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=q5_1,type_b=f32,m=4096,n=3,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=q8_0,type_b=f32,m=4096,n=3,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=mxfp4,type_b=f32,m=4096,n=3,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=q2_K,type_b=f32,m=4096,n=3,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=q3_K,type_b=f32,m=4096,n=3,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=q4_K,type_b=f32,m=4096,n=3,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=q5_K,type_b=f32,m=4096,n=3,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=q6_K,type_b=f32,m=4096,n=3,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=iq2_xxs,type_b=f32,m=4096,n=3,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=iq2_xs,type_b=f32,m=4096,n=3,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=iq2_s,type_b=f32,m=4096,n=3,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=iq3_xxs,type_b=f32,m=4096,n=3,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=iq1_s,type_b=f32,m=4096,n=3,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=iq1_m,type_b=f32,m=4096,n=3,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=iq4_nl,type_b=f32,m=4096,n=3,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=iq3_s,type_b=f32,m=4096,n=3,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=iq4_xs,type_b=f32,m=4096,n=3,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=f32,type_b=f32,m=4096,n=4,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=f16,type_b=f32,m=4096,n=4,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=bf16,type_b=f32,m=4096,n=4,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
"OpenCL","MUL_MAT","type_a=q4_0,type_b=f32,m=4096,n=4,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=q4_1,type_b=f32,m=4096,n=4,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","1","",""
"OpenCL","MUL_MAT","type_a=q5_0,type_b=f32,m=4096,n=4,k=14336,bs=[1,1],nr=[1,1],per=[0,1,2,3],k_v=0,o=1","perf","0","not supported",""
